review,label,
"Dear Gojek.. jgn terlalu banyak disuruh Upgrade mulu.. kalau iya pelayana bagus dan istimewa, naahhh baru bisa nyuruh di upgrade. Itupun tidak dalam jangka waktu yg dekat.. hadeuuhhh.. mau gini terus bro.!!!???",Layanan Pelanggan,
Saya kecewa dgn gojek Karna semua driver banyak yg mengeluh Bahwa orderannya skrg anyepp...,Layanan Pelanggan,
"Tambah lagi dong pengamanannya, bila perlu verifikasi nomor identitas dan wajah,, biar para penipu ojol bisa di laporkan dan cepat dijerat hukum...",Layanan Pelanggan,
"Go Food mahal amat sekarang, tulisan nya gratis ongkir tapi estimasi harga ada ongkir...",Layanan Pelanggan,
"Kembalikan ke skema awal,, skema program berkat merugika driver....",Layanan Pelanggan,
Alahhhhh gopai kontol padahal gw mau top up eh malah ga bisa masuk ke akun gopai kan anjink gw sumpahin gopai bangkrut,Aplikasi,
Pay later penuh jebakan! Gak make pun tau2 kepake,Transaksi,
"PECAT YANG NAMANYA LUVY SOVYAN HEBAT AJA DATA SAYA BISA BOCOR DAN JADI PENIPUAN HAHA, BRENGSEK EMANG PUNYA KARYAWAN MENTAL MALING !!!! MIRIS KALIAN DI BESARIN ORTU TAPI MENTAL MALING, NIKMATIN AJA NOH DI DUNIA, TERIMA AKIBATNYA DI AKHIRAT BRO 😁",Layanan Pelanggan,
Pay laternya eror gw dah lunasin tepat waktu mau di pake lagi ga bisa... ada yang bisa bantu ga yah,Aplikasi,
"Aplikasi sampah gak bisa transfer ke bank, klo aplikasi belum siap, gak usah di luncurkan.....kita dipaksa suruh update aplikasi",Aplikasi,
Coba fitur limit di hilangkan biar unlimited kirim saldo Gopay Saya sudah buka toko dan ramai pembeli tapi sering limit Jadi saran saya tolong fitur limit di hilangkan supaya mempermudah saya dan yang lain 🙏,Layanan Pelanggan,
"Pikirkan driver dengan pendapatan yang minim dan order lama dan ongkir yang tidak masuk akal, kita dianggap sapi sapi perah.",Layanan Pelanggan,
"Apasih gajelas lagi pesen makanan udh dapet driver tiba"" internet mati sedangkan buka yg lain lancar cuma gojek aja udh di update malah gajelas",Aplikasi,
Lum juga dapat kepastian nya ...dah 3 bln daftar melalui daftar online...,Akun,
"Kenapa di saat ada covid19 gojek tdk pernah mengeluarkan voucher lagi , malah skrng mengeluarkan voucher cuman khusus di resto GOBIZ aja sedang mau order di resto bukan GOBIZ tdk bisa ??? Padahal sya sdh lama memakai gojek, tolong keliuarkan lagi voucher.nya gofood.nya biar orderan semakin rame di saat ada wabah nya penyakit virus covid19 ini",Layanan Pelanggan,
"Ini kenapa upgrade akun tapi gk ada kelanjutan hampir setahun , percuma aplikasi gk bisa dipake"" lagi . Saldo di sini jadi gk pernah kepake, apk gk ada manfaatnya.",Akun,
Kasihan ojol drivernya gak sebanding kerja kerasnya.,Layanan Pelanggan,
"Mahal bos, beda jauh sama GRAB. Pesen makan 2 km, ongkir 16rb Di GRAB, pesen makan jarak 3 km ongkir cuma 6rb. Buktikan sendiri",Layanan Pelanggan,
"Saya sudah daftar gopay plus,sudah 5 hari ini pemberitahuannya masih di unggah,di mohon untuk fastrespon...dengarkan!!! Rata-rata yang memberikan rate bintang 1-3 itu karena keluh kesah upgrade gopay plus.",Akun,
"Apk gojek saya kenapa gak bisa buat pemesanan iya baik gofood,gosend dll. Giliran mau pesan gofood buat sahur selalu nongol permintaan ditolak terus. Kemarin mau kirim paket sama aja permintaan ditolak.. Mengecewakan sekali.",Aplikasi,
"Pada pihak Go-Jek saya kok kalau mau bayar Menggunakan gopay tidak bisa malah ada ""pin yg anda gunakan salah"" padahal sudah saya ganti-ganti,tetep aja selalu begitu. Mohon untuk memperbaiki lagi:)",Akun,
Blokir aja apl ini ...menyusahkan orangg...harga lebih murah grab banyak promo..enak pas jaman nadiem makarim wkwkwk Menyusahkan custumer,Layanan Pelanggan,
"Hai PT Aplikasi Karya Anak Bangsa! Saya Arif, Saya Adalah Salah Satu Pengguna Gojek. Saya Sangat Senang Dengan Adanya Gojek, Apalagi Kalau Ada Promo Pasti Saya Langsung Pesan. Tapi Kenapa Sekarang Ongkos Kirimnya Agak Mahal, Beda Dari Yang Dulu. Kalau Dulu Ongkir Cuma 8 - 10rb Tapi Sekarang Menjadi 12rb. Memang Sih Sudah Ada Potongan Ongkir 8rb, Tetapi Kalau Dulu Sering Free Ongkir. Maklum Lah Saya Masih Pelajar :D. Saran Saya Agar Ongkirnya Seperti Dulu Lagi. TerimaKasih Gojek😊",Layanan Pelanggan,
"Gojek skrg hebat. Pesanan mau d batalkan aja, tombolnya ga bisa di pencet. Pdhal drivernya minta d batalin. Ya gimana batalinnya, tombolnya aja ga bisa d pencet. Fasilitas murahan kah ini atau apa.??",Aplikasi,
"saya pengguna setia gojek customer, setiap saya daftar gojek plus selalu tidak di setujui hanya karena KTP saya buram. Tapi selalu saja di tawari untuk Update ke Gojek plus... buat apa ditawari kalau tetep aja gag di ACC???",Akun,
"Tiba2 baru saja aplikasi saya crash, gag bisa masuk, selalu ada aplikasi tidak merespon. Saya coba uninstall dan install ulang ,cm blm aq coba masuk lagi.",Aplikasi,
��😭😭.. aku gak punya nomor buat pin.. dan mau kembaliin uang kakak malah disuruh ktp.. aku belum 17 tahun.. 😭😭.. kalo paspor aku hilang... 😭😭😭😭,Akun,
Pada darah tinggi apa ya drivernya,Layanan Pelanggan,
Kasian driver kalian wahai PT gojek..gak punya hati nurani kalian..mitra itu harus saling menguntungkan..,Layanan Pelanggan,
"Saya uninstal aja!!! Gak tambah baik, kualitas driver makin buruk!!! Sejak awal februari dapet driver lemot"", gak bisa baca map!! Jemputnya lama!!! Payah... By; #pelanggansetiayangkecewa",Layanan Pelanggan,
"Hi admin,saya sudah mengirim dokumen untuk upgrade gopay plus Kira-kira berapa lama ya prosesnya? Terima kasih admin",Akun,
Woiiii gojek apa kalian gak malu dengan aplikasi sebelah?! Apakah bagi kalian sistem pembagian order untuk para driver saat ini adil? Driver yg kerja pokok dan sambilan.yg malas dan yg rsjin semua kalian samaratakan. Apa ini yg dinamakan sejahtera? Karya anak bangsa?apa bener kalian karya anakbangsa?? Atau jangan2 kalian mau bangkrut ya?,Layanan Pelanggan,
"Tampilan semakin sulit, user interfacenya jauh lebih bagus yg dulu, simple, mudah.",Aplikasi,
"Jadi pekerja gojek jangan baperan anjer, mentang mentang dapet pesenenan cewe cantik, eehh malah ngegodain",Layanan Pelanggan,
Ganti nomer hp kok nggak bisa ya,Layanan Pelanggan,
Ini kok tidak ada menu goRide nya ya. Jadi nggak bisa pesen ojek,Layanan Pelanggan,
"Hai gojek, aku gk bisa masuk akun gojeku knp coba? Ooops ada sedikit masalah tenang kami sedang mengatasi masalah kok gitu aja jawabanya, knp coba jek",Aplikasi,
Woii Gojek ini gimane. Masak mau pesen makanan gabisa timbul permintaan diaplikasi permintaan ditolak. Mau tranfer uang permintaan digambar permintaan di tolak.. Parah udh ga asik pake aplikasi ini.. najis Mau ngambil uang juga gabisa Dancokk,Aplikasi,
"Halo aplikasi gojek benar benar membantu dalam segala kegiatan saya hanya saja kemarin saya melakukan transaksi pembelian pulsa dan gagal tetapi saldo gopay saya berkurang dan belum juga bertambah, mohon bantuannya ya.. dan selamat bekerja, semangat !!!",Transaksi,
"Verifikasi go pay plus kok lama banget ya, bosan x menunggu nya, tolonglah dipercepat untuk verifikasi go pay plus nya.... Asal dibuka mau cek apakah go pay nya sudah terverifikasi, jawabannya ""kamu bisa keluar dalam halaman ini. Nanti kami kabarin ya, kalo dokumenya udah selesai diunggah. Proses verifikasi go pay nya lama,😡😡😡 Ini admin aplikasinya masih hidup apa dah modar, soalnya udah banyak ulasan tapi satupun nggak ada yang di balas atau ditanggapi dari adminnya.. Hei min, msh hdp kn lu.",Akun,
"Udah ga pernah ada promo lagi, harga mhal tp mitra ttep gembel",Layanan Pelanggan,
Parah makin jelek aja skrg mah dri pagi ga di kasih orderan gmna kasih jalan dan solusi orderan sja ga di kasih,Layanan Pelanggan,
Baru pake paylater 2 kali udh jatuh tempo aja gk jelas amat dih nyesel gue jd nyaa ...,Layanan Pelanggan,
Samlekom Mamank.. Saia mau nanya.. Saia ga bisa pesan Goride.. Gocar.. Go blue bird.. Klo dipesen.. Aplikasi nya Force close.. Tp Pesen Gofood dan Gosend.. Bisa.. Sudah di update aplikasi terbaru.. Tetep sama aja..,Aplikasi,
Harga makin mahal driver selalu mengeluh .. Dapat driver selalu jauh padahal didepan mata ada driver nongkrong jd lama nunggunya,Layanan Pelanggan,
"Terimakasih Atas Aplikasi ini, sangat membantu saya... Dari Hati yg Paling dalam saya memohon kepada Owner ataupun Manajemen Gojek agar memperhatikan serta memfasilitasi para drivernya.. khsusnya pada musim wabah covid19 ini, agar di suplai vitamin, Masker, Sarungtangan, tissu steril / serta kebersihannya.. Kasihan mereka garda terdepan ""transporter family"" sehingga untuk kesehatan dan kebersihan driver maupun pelanggan ttap terjaga.., salam hormat dari kami.. 🙏🙏",Layanan Pelanggan,
"Kenapa saat saya pesan Go Food tidak terlihat maps nya, yg terlihat seperti loading mencari driver padahal sudah di update",Aplikasi,
Aneh ya ngirim pakai go send males drivernya nanya terus otomatis kita sudah tulis alamat di aplikasi masih tanya lagi alamatnya di mana buang2 waktu saja,Layanan Pelanggan,
"Tolong dong kasih buat pengiriman barang seperti Gosend untuk mobil biar driver gak komplain,karna aku selalu kirim barang menggunakan gocar,terima kasih gojek di tunggu alpikasinya",Layanan Pelanggan,
"Tidak bisa mencari alamat, alamat selalu tidak tertera, padahal alamat nya sudah sering saya pakai di gojek, layanan go food pun tidak bisa",Aplikasi,
"Parah!! Udh lama pakai gojek,tiap bulan pemakaian gopay rata2 3jutaan perbln,hanya gara2 cancel 5kali order gomassage krn ga dpt terapis favorit sy,lsg diblokir permanen akun gojek dan golife sy #uninstalgojek #uninstalgolife",Akun,
"Insentif Kartu Prakerja saya sudah keluar, tapi sampai sekarang Gopay saya tidak bisa di-upgrade ke Plus, selalu keluar notifikasi ""Server sedang sibuk"" sudah komplain dengan segala cara, sampai sekarang tidak ada respon sama sekali. Ya ampun gini amat ya nyusahin orang yang sudah susah...",Akun,
"Menurut sy sih gak terlalu bermanfaat updatednya, terutama di fitur go food yg terbaru..., jadi tak kasi bintang 3 aja ya...",Layanan Pelanggan,
"Kepada staf dan bos besar PT. GOJEK INDONESIA. Saya mengusulkan agar log in aplikasi gojek customer harus dgn verifikasi wajah serta data yang valid untuk keamanan. Apakah PT GOJEK INDONESIA bersedia. Karena banyak oknum yang menyalahgunakan untuk order dan tidak bertanggung jawab. Kasihan bpk/ibu driver nya, menunggu lama untuk dapat orderan, setelah dapat orderan ternyata order fiktif, di tlp awal nya aktif, setelah ke titik tujuan yang order tlp nya gak bisa di hubungi. Terima kasih.",Layanan Pelanggan,
Jangan terus-terusan memberikan voucher kepada pengguna akun baru.cobalah memberikan promo kepada aku lama.ini.akan berdampak memberikan kesejahteraan kepada pengguna akun lama dan tidak akan memberikan kekecewaan kepada seluruh driver yang sering kali mendapatkan tembakan karena voucher baru.,Layanan Pelanggan,
Agak kecewa... Saya tadi kan beli pulsa lewat go pulsa trus kok ga langsung masuk ya pulsanya trus saya cek kok masih dalam proses trus kemudian saya kirim laporan juga blum ada balasan ...,Transaksi,
Sebagai pengguna gojek saya kecewa dengan update an terbarunya yang tidak kompatible dengan semua versi android.. Seharusnya tidak perlu membatasi kompatibilitas,Layanan Pelanggan,
Gojek ga kaya dlu lg.g mau ngasih promo lg.berlangganan vocer jg mahal sekarang.g kaya grab.pantes banyak cs yg pindah ke grab,Layanan Pelanggan,
Mitra nya tolong di perhatikan driver dr pagi ampe jam 10 mlm cuma 3 orderan,Layanan Pelanggan,
"Kenapa sih driver selalu tanya ""pesanan sesuai aplikasi ya"" Pernah order habis itu aku tinggal main game setelah buka aplikasi lagi driver blm jalan karna chat blm aku bales Masak iya sih aku pesan ayam tapi di aplikasi aku masukkin sapi Langsung jalan aja lh gak usah banyak tanya lagian kan udah bayar pake gopay",Layanan Pelanggan,
Voucher udah di klik waktu pesen. Eh tiba ilang gitu aja waktu si driver pesenin makanan. Jadi balik harga awal akhirnya. Rugi kalau gini caranya,Layanan Pelanggan,
"Gw heran daftar gojek pakai akun asli, yg terdaftar email org gajelas anjing, aplikasi tolol ngapain di kembangkan",Akun,
"Tolong di tindak lanjuti masalah sayaa , saya pesan makànan di gofood belanja 2jt menggunakan gopay tetapi makanan sayà tidak d antar oleh driver dan saldo saya sampai saat ini blm di kembalikan oleh gojek,",Layanan Pelanggan,
Gojekkk skrng pelit gaperna ngasi voucher lgi. Pdhl sy dri dulu langganan pake gojek. Giliran tmn sy yg jrng make gojek malah dpt voucher trss,Layanan Pelanggan,
"Suruh pasang pin tapi nomer ku dah ganti, gimana nih min?",Akun,
Kode OTP tidak masuk masuk...sehingga saya kesulitan..mengapa harus mempersulit...,Aplikasi,
"versi ini malah bikin ribet kadang gak bisa kebuka, modelnya juga bikin org binggung bagi yg kurang paham, gimana orderan mau rame kalo masih banyak yg gak ngarti dan gak bisa masuk apk nya.",Layanan Pelanggan,
"Coba tolong untuk ""IT"" gojek hapus fake gps",Layanan Pelanggan,
udah update.. udah gitu masuk ke food salalu aktifkan data dan sudah aktif giliran masuk malah keluar terus parah engga bisa pesan makanan..,Aplikasi,
Kenapa ya gojek customer saya gak bisa di pakai. Pasti selalu server sibuk...,Aplikasi,
"Beli lwt go food trnyt lebih mahal sampai 5 rb an krn harga nya di up sama gojek. Blm lg gojek potong hasil krj driver sampai 3 rb an. Anggap aj kotornya pendapatan gojek minimal 1 hari ada deh 500 jt. Kaya betul loe Jek, kasihanilah driver² mu itu khan yg buat loe besar sampai skrg dr driver loe jg jgn sistem prioritas dong kshn bgt mereka",Layanan Pelanggan,
"Minta tambahan biaya aplikasi?? Bokek luh? Bangkrut luh? Apa peningkatannya?? Nakut²in driver jangan pake fake gps,tapi masih bisa diakalin sama IT jalanan... preeet..",Layanan Pelanggan,
BUAT GOJEK TLONG LEBIH MEMENTINGIN DRIVER..DRI PADA CUSTOMERNY..BANYAK DRIVER2 DLUAR SANA DITIPU MENTAH2 OLEH CUSTOMER YG BANGSAT..UDAH PESEN MLAH ORANGNY GAK ADA..KDANG TITIK PESENY JAUH MELENCENG..BGI CUSTOMER YG KAYAK GITU TOLONG JAGAN DIGUBRIS/DI BLOKIR AJ DR LAYANAN GOJEK..TLPNG JUGA JGAN CMA MINTA UNTUNGNY AJ..ORDERAN PILIH KASIH..SYA 24JAM ON TPU ORDRN CMA 1/2..APAN ITU..YG BANYAK BANYAK..YG DIKIT SEPI KAYA KUBURAN,Layanan Pelanggan,
"Maaf,,knp hari ini saya mau beli pulsa pake gopay kok nggak bisa ya,,mohon jawaban nya 🙏🙏",Transaksi,
"Untuk kedepannya tambahkan Fitur kredit via Gopay bagi Akun yang sudah terverifikasi dengan Opsi cicilan 3 bulan, 6 bulan ,9 bulan sampai 12 bulan untuk pembelian barang Elektronik, seperti HP, Laptop, TV Dll. Saya yakin Gojek bisa mewujudkannya. Yang Setuju Like & komen agar cepat direspon oleh Gojek.",Aplikasi,
Susah banget di upgradenya.. Lebih susah dari bikin kartu kredit,Akun,
Aku sudah prnh daftar trus nomerku hilang jadi mau pake lagi g bisa Kenapa login lewat email aja g bisa setelah login lewt email ntar baru diganti nomernya Mengecewakan,Akun,
APLIKASI ANJING. SAMPAH MASYARAKAT. GA ADA PEMBERITAHUAN APA2 TIBA2 DIBEKUIN ALASANNYA? CUMA GARA2 SERING TOP UP PULSA DIBEKUKAN? APLIKASI ANJING. GOPAY GUA ILANG 60RB GITU AJA. SIALAN.,Akun,
Kenapa bintang 2... 1. Saya pengguna lama tapi di saat seperti ini promo yang ada tidak relevan jarak jauh diskon gede dan yang dekat diskon kecillllll banget... 2-3 ribuan dan banyak yang di tidak tersedia diskon. 2. Masih saja diskon berlaku di saat seperti ini dan sebelumnya tidak ada perkembangan update. Saya kira cukup.,Layanan Pelanggan,
"Aplikasih gojek skrng sudah tidak bagus, akun saya ngk pernah disalah gunain, malah dapat inbox diblokir karena ada yang mencurikan. Malah akun gw ini kesambung sma insentif prakerja malah diblokir seenaknya ngk ada klarifikasih sma skli dasar penipu, mau mkn uang haram💩.",Akun,
"Kasih kode PIN sebagai pengaman tetapi saat verifikasi di isi kode OTP yang dikirim melalui via SMS, namun kode tersebut belum dapat bahkan sudah beberapa kali di klik kirim ulang hasilnya juga tetap nihil",Aplikasi,
Promo nya sedikit. Sekarang tarif mahal,Layanan Pelanggan,
"Saya pelanggan pay leter ,tapi pas saya liat saldo limit saya naik.senang dong. Tapi kecewa nya bia langganan bulanan nya jugak melonjak naik. Dari 3k jadi 25 k. Logika nya.pas isi gopay kenak adm.mau belik pulsa di gojek jugak harga nya lebih.pas mau bayar tagihan kenak biaya jugak 25k.jadi kita makek satu ,tapi bayar 3 kali kenak.",Layanan Pelanggan,
"Bukannya dimurahin ketika wabah korona. Malah naik ongkosnya, tai.",Layanan Pelanggan,
"Alhamdulillah:) Baru aja di update pas buka keluar lagi terossss kek gitu pa lagi posisi pas pesen, yg bener dong ini gimana sih awalnya nggak mslh kenapa jadi kek gini sih kzl_-",Aplikasi,
Saya g bisa masuk ke akun saya yg dulu padahal saya udah masukin no hp saya dengan benar jujur saya kecewa banget,Aplikasi,
Saran gua kalo mesen go food tuh misalkan tombol pesan harus ada opsi ok atau cancel gua kepencet pesan jadi gabisa di cancel,Aplikasi,
Saya tidak pernah pakai paylater tapi ada tagihan paylater. Kalau mau cari untung jangan kayak gitu. Sudah saya komplain tapi gag ada respon. Aplikasi payah,Transaksi,
Untuk masalah upgrade ke gopay premium nya kok lama banget udh 2 hari gk ada pemberitahuan tolong di percepat lagi malasah seperti ini kalau sudah cepat saya lasih bintang 5,Akun,
"Gojek skrg susah login,, topup 10.000 ga masuk ke gopay.. kemana ya?????",Transaksi,
"Saya sangat sangat kecewa, saya isi saldo GO-PAY 200,000 dari tgl 3/mei kemarin sampai saat ini gak masuk-masuk juga,, padahal sudah saya lapor namun tidak ada tanggapan cepat.",Transaksi,
"Mau isi gopay sekarang kenapa harus ribet, biasanya pakai virtual accoun beres.",Layanan Pelanggan,
"Tim bagian evaluasi, khusus upgrade gopay plus nya terkesan lambat & tak merespon. Katanya tunggu maksimal 1x24jam. Ini SDH hampir 2x24jam tidak ada kepastian. Uninstall aja ini apk, gak guna bgt",Akun,
"ini kenapaaaa gabisa mesen gofood, mau klik nama resto permintaan anda di tolak mllu asuuuuuu",Aplikasi,
